Ctrl.Ack;False;System.Boolean;False
Ctrl.ManualIo;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO01_UH1_101FC00_4;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO02_UH1_140QA01_A1;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO03_UH1_170FN01_X1_8;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO04_UH1_170FN02_X1_8;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO05_X_248PF01_1;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO06_X_248PF01_2;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO07_X_248PF01_3;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO08_X_248PF01_4;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO09_X_248PF01_5;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO10_UH1_Tuer_245SF01_X1;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO11_UH1_36QA01;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO12_Reserve;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO13_UH1_404QA01_A1;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO14_UH1_404QA02_A1;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO15_MP1_810QM01_X14_4;False;System.Boolean;False
Ctrl.Outputs.UH1_252KF04.DO16_MP1_810QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO01_UH1_422QA01_A1;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO02_X_445KF01_X1_7;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO03_Reserve;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO04_Reserve;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO05_MP1_830QM01_X14_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO06_MP1_830QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO07_MP1_831QM01_X14_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO08_MP1_831QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO09_MP1_920QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO10_MP1_950QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO11_MP1_960QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO12_UH1_320XG01_13;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO13_Reserve;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO14_Reserve;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO15_Reserve;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF01.DO16_Reserve;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO01_MP1_850QM01_X14_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO02_MP1_850QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO03_MP1_851QM01_X14_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO04_MP1_851QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO05_MP1_960QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO06_UH1_320XG01_19;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO07_MP1_852QM01_X14_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO08_MP1_852QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO09_MP1_920QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO10_MP1_950QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO11_Reserve;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO12_Reserve;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO13_MP1_870QM01_X14_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO14_MP1_870QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO15_MP1_871QM01_X14_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF02.DO16_MP1_871QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO01_MP1_921QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO02_MP1_951QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO03_Reserve;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO04_Reserve;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO05_MP1_890QM01_X14_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO06_MP1_890QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO07_MP1_891QM01_X14_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO08_MP1_891QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO09_MP1_921QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO10_MP1_951QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO11_MP1_892QM01_X14_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO12_MP1_892QM01_X12_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO13_MP1_893QM01_X14_4;False;System.Boolean;False
Ctrl.Outputs.UH1_253KF03.DO14_MP1_893QM01_X12_4;False;System.Boolean;False
